airFlightNum,eventTime,eventPriority,eventType
UA21001,2616,1,2
UA21001,2676,1,3
UA10166,2830,1,2
UA10531,2845,1,2
UA10166,2890,1,3
UA10531,2905,1,3
UA20423,5005,1,2
UA10509,5036,1,2
UA20423,5065,1,3
UA10509,5096,1,3
UA21092,7442,1,2
UA10823,7477,1,2
UA21092,7502,1,3
UA10823,7537,1,3
UA20989,8342,1,2
UA20989,8402,1,3
UA20950,8763,1,2
UA20950,8823,1,3
UA11254,9145,1,2
UA11254,9205,1,3
UA10681,9330,1,2
UA10681,9390,1,3
UA11334,9405,1,2
UA11334,9465,1,3
UA10271,9567,1,2
UA10271,9627,1,3
UA20433,10299,1,2
UA20433,10359,1,3
UA21273,14149,1,2
UA21273,14209,1,3
UA20394,26700,1,0
UA20821,26700,1,0
UA20886,26700,1,0
UA20940,26700,1,0
UA21214,26700,1,0
UA20279,26700,1,1
UA20558,26700,1,1
UA20719,26700,1,1
UA20802,26700,1,1
UA20832,26700,1,1
UA20882,26700,1,1
UA20943,26700,1,1
UA20772,26701,1,1
UA20023,26760,1,0
UA20504,26760,1,0
UA20529,26760,1,0
UA20609,26760,1,0
UA20640,26760,1,0
UA20712,26760,1,0
UA20855,26760,1,0
UA20394,26760,1,1
UA20821,26760,1,1
UA20886,26760,1,1
UA20940,26760,1,1
UA21214,26760,1,1
UA20242,26820,1,0
UA20260,26820,1,0
UA20263,26820,1,0
UA20297,26820,1,0
UA20341,26820,1,0
UA20468,26820,1,0
UA20829,26820,1,0
UA20023,26820,1,1
UA20504,26820,1,1
UA20529,26820,1,1
UA20609,26820,1,1
UA20640,26820,1,1
UA20712,26820,1,1
UA20855,26820,1,1
UA20218,26880,1,0
UA20542,26880,1,0
UA20242,26880,1,1
UA20260,26880,1,1
UA20341,26880,1,1
UA20468,26880,1,1
UA20829,26880,1,1
UA20218,26881,1,0
UA20263,26881,1,0
UA20297,26881,1,0
UA20542,26940,1,1
UA20218,26941,1,1
UA20263,26941,1,1
UA20297,26942,1,0
UA20394,703,1,2
UA20394,763,1,3
UA20821,1336,1,2
UA20821,1396,1,3
UA10069,1883,1,2
UA10069,1943,1,3
UA20943,2963,1,2
UA20943,3023,1,3
UA20772,3810,1,2
UA20772,3870,1,3
UA10180,3972,1,2
UA10180,4032,1,3
UA20218,4526,1,2
UA20218,4586,1,3
UA10903,6010,1,2
UA10903,6070,1,3
UA20712,6120,1,2
UA20712,6180,1,3
UA11157,6370,1,2
UA11157,6430,1,3
UA10722,7108,1,2
UA10722,7168,1,3
UA10800,7381,1,2
UA10800,7441,1,3
UA10269,7994,1,2
UA10269,8054,1,3
UA20529,9668,1,2
UA20529,9728,1,3
UA10090,9763,1,2
UA10090,9823,1,3
UA20609,10003,1,2
UA10926,10013,1,2
UA20609,10063,1,3
UA10926,10073,1,3
UA10286,10273,1,2
UA10286,10333,1,3
UA20719,12203,1,2
UA20719,12263,1,3
UA20504,12297,1,2
UA20504,12357,1,3
UA21214,12414,1,2
UA21214,12474,1,3
UA10852,15807,10,2
UA10852,15867,1,3
UA11331,15931,10,2
UA11331,15991,1,3
UA11190,16771,10,2
UA11190,16831,1,3
UA20279,17201,10,2
UA20279,17261,1,3
UA20127,27000,1,0
UA20922,27000,1,0
UA21041,27000,1,0
UA20297,27002,1,1
UA20415,27060,1,0
UA21082,27060,1,0
UA20127,27060,1,1
UA20922,27060,1,1
UA21041,27060,1,1
UA20096,27120,1,0
UA20182,27120,1,0
UA20195,27120,1,0
UA20648,27120,1,0
UA20883,27120,1,0
UA21222,27120,1,0
UA21251,27120,1,0
UA20415,27120,1,1
UA21082,27120,1,1
UA20729,27180,1,0
UA21096,27180,1,0
UA20096,27180,1,1
UA20182,27180,1,1
UA20195,27180,1,1
UA20648,27180,1,1
UA20883,27180,1,1
UA21222,27180,1,1
UA21251,27180,1,1
UA20261,27240,1,0
UA20399,27240,1,0
UA21232,27240,1,0
UA20729,27240,1,1
UA21096,27240,1,1
UA21041,3128,1,2
UA21041,3188,1,3
UA20096,3380,1,2
UA20096,3440,1,3
UA20883,3672,1,2
UA20883,3732,1,3
UA10396,6501,1,2
UA10396,6561,1,3
UA10252,7025,1,2
UA10252,7085,1,3
UA20182,7464,1,2
UA20182,7524,1,3
UA20922,8763,1,2
UA20922,8823,1,3
UA20195,9050,1,2
UA20195,9110,1,3
UA11275,9609,1,2
UA11275,9669,1,3
UA10223,10273,1,2
UA10223,10333,1,3
UA10702,13547,1,2
UA10702,13607,1,3
UA11260,13907,1,2
UA11260,13967,1,3
UA20405,27300,1,0
UA20432,27300,1,0
UA20513,27300,1,0
UA20734,27300,1,0
UA20804,27300,1,0
UA21115,27300,1,0
UA20261,27300,1,1
UA20399,27300,1,1
UA21232,27300,1,1
UA20526,27360,1,0
UA20647,27360,1,0
UA21241,27360,1,0
UA20405,27360,1,1
UA20432,27360,1,1
UA20513,27360,1,1
UA20734,27360,1,1
UA20804,27360,1,1
UA21115,27360,1,1
UA20177,27420,1,0
UA20374,27420,1,0
UA20778,27420,1,0
UA21158,27420,1,0
UA21247,27420,1,0
UA21274,27420,1,0
UA20526,27420,1,1
UA20647,27420,1,1
UA21241,27420,1,1
UA20684,27480,1,0
UA20687,27480,1,0
UA20888,27480,1,0
UA21246,27480,1,0
UA20177,27480,1,1
UA20374,27480,1,1
UA20778,27480,1,1
UA21158,27480,1,1
UA21247,27480,1,1
UA21274,27480,1,1
UA20461,27540,1,0
UA20684,27540,1,1
UA20687,27540,1,1
UA20888,27540,1,1
UA21246,27540,1,1
UA20374,529,1,2
UA20374,589,1,3
UA21158,1886,1,2
UA21158,1946,1,3
UA10536,2615,1,2
UA10536,2675,1,3
UA20888,3380,1,2
UA20888,3440,1,3
UA10405,3928,1,2
UA10405,3988,1,3
UA11051,4281,1,2
UA11051,4341,1,3
UA21246,5985,1,2
UA21246,6045,1,3
UA20804,6244,1,2
UA20804,6304,1,3
UA10898,7381,1,2
UA10898,7441,1,3
UA21232,11616,1,2
UA21232,11676,1,3
UA10092,11883,1,2
UA10092,11943,1,3
UA10532,12024,1,2
UA10532,12084,1,3
UA10018,13036,1,2
UA10018,13096,1,3
UA20647,15123,10,2
UA21274,15175,10,2
UA20647,15183,1,3
UA21274,15235,1,3
UA20854,27600,1,0
UA20461,27600,1,1
UA20252,27660,1,0
UA20391,27660,1,0
UA20451,27660,1,0
UA20854,27660,1,1
UA21136,27720,1,0
UA21288,27720,1,0
UA20252,27720,1,1
UA20391,27720,1,1
UA20451,27720,1,1
UA20339,27780,1,0
UA20665,27780,1,0
UA20737,27780,1,0
UA20863,27780,1,0
UA20981,27780,1,0
UA20992,27780,1,0
UA21058,27780,1,0
UA21107,27780,1,0
UA21136,27780,1,1
UA21288,27780,1,1
UA20474,27840,1,0
UA20698,27840,1,0
UA21209,27840,1,0
UA20339,27840,1,1
UA20665,27840,1,1
UA20737,27840,1,1
UA20863,27840,1,1
UA20981,27840,1,1
UA20992,27840,1,1
UA21058,27840,1,1
UA21107,27840,1,1
UA11002,1385,1,2
UA11002,1445,1,3
UA10112,1506,1,2
UA10112,1566,1,3
UA10036,2059,1,2
UA10036,2119,1,3
UA11327,2581,1,2
UA11327,2641,1,3
UA20451,2749,1,2
UA20451,2809,1,3
UA20854,5618,1,2
UA20854,5678,1,3
UA10337,5808,1,2
UA10337,5868,1,3
UA10743,6335,1,2
UA20665,6341,1,2
UA10743,6395,1,3
UA20665,6401,1,3
UA20863,6559,1,2
UA20863,6619,1,3
UA20737,7603,1,2
UA20737,7663,1,3
UA10305,8763,1,2
UA10305,8823,1,3
UA21058,9868,1,2
UA21058,9928,1,3
UA10613,12276,1,2
UA10613,12336,1,3
UA11363,13326,1,2
UA11363,13386,1,3
UA20252,13621,1,2
UA20252,13681,1,3
UA20047,27900,1,0
UA20107,27900,1,0
UA20262,27900,1,0
UA20486,27900,1,0
UA20568,27900,1,0
UA20695,27900,1,0
UA20928,27900,1,0
UA21224,27900,1,0
UA21235,27900,1,0
UA20474,27900,1,1
UA20698,27900,1,1
UA21209,27900,1,1
UA20236,27960,1,0
UA20520,27960,1,0
UA21064,27960,1,0
UA21154,27960,1,0
UA20047,27960,1,1
UA20107,27960,1,1
UA20262,27960,1,1
UA20486,27960,1,1
UA20568,27960,1,1
UA20695,27960,1,1
UA20928,27960,1,1
UA21224,27960,1,1
UA21235,27960,1,1
UA20958,28020,1,0
UA21213,28020,1,0
UA20236,28020,1,1
UA20520,28020,1,1
UA21064,28020,1,1
UA21154,28020,1,1
UA20038,28080,1,0
UA20163,28080,1,0
UA20858,28080,1,0
UA20977,28080,1,0
UA21145,28080,1,0
UA20958,28080,1,1
UA21213,28080,1,1
UA20428,28140,1,0
UA21047,28140,1,0
UA21080,28140,1,0
UA20038,28140,1,1
UA20163,28140,1,1
UA20858,28140,1,1
UA20977,28140,1,1
UA21145,28140,1,1
UA20047,2255,1,2
UA20047,2315,1,3
UA10157,2487,1,2
UA10157,2547,1,3
UA10929,2938,1,2
UA10929,2998,1,3
UA10703,3439,1,2
UA10703,3499,1,3
UA10373,4054,1,2
UA10373,4114,1,3
UA10490,4275,1,2
UA10490,4335,1,3
UA20958,4727,1,2
UA20958,4787,1,3
UA20474,4894,1,2
UA20486,4894,1,2
UA10225,4909,1,2
UA20474,4954,1,3
UA20486,4954,1,3
UA10225,4969,1,3
UA20236,5658,1,2
UA20236,5718,1,3
UA20520,5808,1,2
UA20520,5868,1,3
UA20928,5981,1,2
UA20928,6041,1,3
UA11060,6265,1,2
UA20038,6302,1,2
UA11060,6325,1,3
UA20038,6362,1,3
UA10688,8882,1,2
UA21064,8896,1,2
UA10688,8942,1,3
UA21064,8956,1,3
UA10958,9290,1,2
UA10958,9350,1,3
UA20262,13174,1,2
UA20262,13234,1,3
UA10615,13435,1,2
UA10615,13495,1,3
UA10622,13969,1,2
UA10622,14029,1,3
UA20187,28200,1,0
UA20221,28200,1,0
UA20393,28200,1,0
UA20715,28200,1,0
UA20984,28200,1,0
UA21283,28200,1,0
UA20428,28200,1,1
UA21047,28200,1,1
UA21080,28200,1,1
UA20020,28260,1,0
UA20516,28260,1,0
UA20704,28260,1,0
UA20908,28260,1,0
UA20187,28260,1,1
UA20221,28260,1,1
UA20393,28260,1,1
UA20715,28260,1,1
UA20984,28260,1,1
UA21283,28260,1,1
UA21072,28320,1,0
UA20020,28320,1,1
UA20516,28320,1,1
UA20704,28320,1,1
UA20908,28320,1,1
UA20567,28380,1,0
UA20614,28380,1,0
UA21142,28380,1,0
UA21072,28380,1,1
UA20111,28440,1,0
UA21151,28440,1,0
UA21245,28440,1,0
UA20567,28440,1,1
UA20614,28440,1,1
UA21142,28440,1,1
UA10883,1090,1,2
UA10883,1150,1,3
UA11059,3077,1,2
UA11059,3137,1,3
UA20908,4043,1,2
UA20908,4103,1,3
UA20428,4894,1,2
UA20428,4954,1,3
UA10504,5036,1,2
UA10504,5096,1,3
UA10989,6098,1,2
UA10989,6158,1,3
UA20516,7238,1,2
UA20516,7298,1,3
UA20715,7874,1,2
UA20715,7934,1,3
UA11197,10357,1,2
UA11197,10417,1,3
UA20171,28500,1,0
UA20212,28500,1,0
UA21221,28500,1,0
UA20111,28500,1,1
UA21151,28500,1,1
UA21245,28500,1,1
UA20247,28560,1,0
UA20885,28560,1,0
UA20974,28560,1,0
UA21085,28560,1,0
UA20171,28560,1,1
UA20212,28560,1,1
UA21221,28560,1,1
UA20067,28620,1,0
UA20390,28620,1,0
UA20445,28620,1,0
UA20650,28620,1,0
UA21165,28620,1,0
UA20247,28620,1,1
UA20885,28620,1,1
UA20974,28620,1,1
UA21085,28620,1,1
UA20004,28680,1,0
UA20233,28680,1,0
UA20449,28680,1,0
UA20493,28680,1,0
UA20923,28680,1,0
UA21199,28680,1,0
UA20067,28680,1,1
UA20390,28680,1,1
UA20445,28680,1,1
UA20650,28680,1,1
UA21165,28680,1,1
UA20048,28740,1,0
UA20831,28740,1,0
UA20856,28740,1,0
UA21163,28740,1,0
UA20004,28740,1,1
UA20233,28740,1,1
UA20449,28740,1,1
UA20493,28740,1,1
UA20923,28740,1,1
UA21199,28740,1,1
UA21151,2042,1,2
UA21151,2102,1,3
UA10873,3287,1,2
UA10873,3347,1,3
UA20974,3849,1,2
UA20974,3909,1,3
UA11016,4030,1,2
UA11016,4090,1,3
UA21199,4516,1,2
UA21199,4576,1,3
UA11297,4580,1,2
UA11297,4640,1,3
UA11347,4708,1,2
UA11347,4768,1,3
UA21165,5119,1,2
UA10478,5168,1,2
UA21165,5179,1,3
UA10478,5228,1,3
UA20171,6680,1,2
UA20171,6740,1,3
UA20247,8342,1,2
UA20247,8402,1,3
UA11296,9694,1,2
UA11296,9754,1,3
UA21245,10716,1,2
UA21245,10776,1,3
UA10074,11883,1,2
UA10797,11905,1,2
UA10074,11943,1,3
UA10797,11965,1,3
UA21221,13323,1,2
UA21221,13383,1,3
UA20449,14941,10,2
UA20449,15001,1,3
UA20650,15941,10,2
UA20650,16001,1,3
UA20045,28800,1,0
UA20052,28800,1,0
UA20150,28800,1,0
UA20167,28800,1,0
UA20198,28800,1,0
UA20697,28800,1,0
UA21088,28800,1,0
UA20048,28800,1,1
UA20831,28800,1,1
UA20856,28800,1,1
UA21163,28800,1,1
UA20052,28801,1,0
UA20327,28860,1,0
UA20887,28860,1,0
UA20045,28860,1,1
UA20150,28860,1,1
UA20167,28860,1,1
UA20697,28860,1,1
UA21088,28860,1,1
UA20198,28861,1,0
UA20052,28861,1,1
UA20757,28920,1,0
UA20327,28920,1,1
UA20887,28920,1,1
UA20198,28921,1,1
UA20467,28980,1,0
UA20540,28980,1,0
UA20972,28980,1,0
UA20757,28980,1,1
UA20257,29040,1,0
UA20483,29040,1,0
UA20565,29040,1,0
UA20658,29040,1,0
UA20467,29040,1,1
UA20540,29040,1,1
UA20972,29040,1,1
UA20831,529,1,2
UA20831,589,1,3
UA20327,633,1,2
UA20327,693,1,3
UA10621,1668,1,2
UA10621,1728,1,3
UA20045,1886,1,2
UA20045,1946,1,3
UA10472,2014,1,2
UA10472,2074,1,3
UA20972,3112,1,2
UA20972,3172,1,3
UA21088,3335,1,2
UA21088,3395,1,3
UA11319,3399,1,2
UA11319,3459,1,3
UA11218,3505,1,2
UA11218,3565,1,3
UA11399,4138,1,2
UA11399,4198,1,3
UA11219,4580,1,2
UA11219,4640,1,3
UA10923,5181,1,2
UA10923,5241,1,3
UA11053,5964,1,2
UA11053,6024,1,3
UA20198,6218,1,2
UA20887,6244,1,2
UA11065,6265,1,2
UA20198,6278,1,3
UA20887,6304,1,3
UA11065,6325,1,3
UA20167,6559,1,2
UA20167,6619,1,3
UA20856,6723,1,2
UA20856,6783,1,3
UA10693,6951,1,2
UA10693,7011,1,3
UA11146,15811,10,2
UA11146,15871,1,3
UA20128,29100,1,0
UA20501,29100,1,0
UA20841,29100,1,0
UA21027,29100,1,0
UA20257,29100,1,1
UA20483,29100,1,1
UA20565,29100,1,1
UA20658,29100,1,1
UA20288,29160,1,0
UA20844,29160,1,0
UA20869,29160,1,0
UA20995,29160,1,0
UA20128,29160,1,1
UA20501,29160,1,1
UA20841,29160,1,1
UA21027,29160,1,1
UA20094,29220,1,0
UA20718,29220,1,0
UA20766,29220,1,0
UA20891,29220,1,0
UA21113,29220,1,0
UA20288,29220,1,1
UA20844,29220,1,1
UA20869,29220,1,1
UA20995,29220,1,1
UA20077,29280,1,0
UA20533,29280,1,0
UA20619,29280,1,0
UA20094,29280,1,1
UA20718,29280,1,1
UA20766,29280,1,1
UA20891,29280,1,1
UA21113,29280,1,1
UA20915,29340,1,0
UA21012,29340,1,0
UA21228,29340,1,0
UA21269,29340,1,0
UA20077,29340,1,1
UA20533,29340,1,1
UA20619,29340,1,1
UA21113,1886,1,2
UA21113,1946,1,3
UA10904,2191,1,2
UA10904,2251,1,3
UA20094,2360,1,2
UA20094,2420,1,3
UA20766,3666,1,2
UA20766,3726,1,3
UA20718,3755,1,2
UA20718,3815,1,3
UA20995,4054,1,2
UA20995,4114,1,3
UA10179,4233,1,2
UA10179,4293,1,3
UA20501,4336,1,2
UA20501,4396,1,3
UA10285,5904,1,2
UA10285,5964,1,3
UA20483,6302,1,2
UA20619,6341,1,2
UA20483,6362,1,3
UA20619,6401,1,3
UA20128,6559,1,2
UA20128,6619,1,3
UA10142,10555,1,2
UA10142,10615,1,3
UA10795,11333,1,2
UA10795,11393,1,3
UA20533,12585,1,2
UA20533,12645,1,3
UA10640,12968,1,2
UA10640,13028,1,3
UA10672,13435,1,2
UA10672,13495,1,3
UA20286,29400,1,0
UA20309,29400,1,0
UA20915,29400,1,1
UA21012,29400,1,1
UA21228,29400,1,1
UA21269,29400,1,1
UA20286,29460,1,1
UA20309,29460,1,1
UA20336,29520,1,0
UA20408,29520,1,0
UA20595,29520,1,0
UA20154,29580,1,0
UA20165,29580,1,0
UA20818,29580,1,0
UA20967,29580,1,0
UA20997,29580,1,0
UA21223,29580,1,0
UA20336,29580,1,1
UA20408,29580,1,1
UA20595,29580,1,1
UA20360,29640,1,0
UA20482,29640,1,0
UA20859,29640,1,0
UA20867,29640,1,0
UA20154,29640,1,1
UA20165,29640,1,1
UA20818,29640,1,1
UA20967,29640,1,1
UA20997,29640,1,1
UA21223,29640,1,1
UA10596,3574,1,2
UA10596,3634,1,3
UA10120,3968,1,2
UA10120,4028,1,3
UA10430,4696,1,2
UA10430,4756,1,3
UA20408,5538,1,2
UA20408,5598,1,3
UA10115,6673,1,2
UA10115,6733,1,3
UA20154,7442,1,2
UA20154,7502,1,3
UA10048,7970,1,2
UA10048,8030,1,3
UA10505,10567,1,2
UA10505,10627,1,3
UA21269,11616,1,2
UA21269,11676,1,3
UA21223,12683,1,2
UA21223,12743,1,3
UA20818,13828,1,2
UA20818,13888,1,3
UA20364,29700,1,0
UA21146,29700,1,0
UA20360,29700,1,1
UA20482,29700,1,1
UA20859,29700,1,1
UA20867,29700,1,1
UA20407,29760,1,0
UA20941,29760,1,0
UA21021,29760,1,0
UA21069,29760,1,0
UA20364,29760,1,1
UA21146,29760,1,1
UA20202,29820,1,0
UA20407,29820,1,1
UA20941,29820,1,1
UA21021,29820,1,1
UA21069,29820,1,1
UA20589,29880,1,0
UA21180,29880,1,0
UA20202,29880,1,1
UA20589,29940,1,1
UA21180,29940,1,1
UA10539,2615,1,2
UA10539,2675,1,3
UA10728,2997,1,2
UA21021,3015,1,2
UA10728,3057,1,3
UA21021,3075,1,3
UA11259,5116,1,2
UA11259,5176,1,3
UA10916,6098,1,2
UA10916,6158,1,3
UA10168,6673,1,2
UA10168,6733,1,3
UA11212,10094,1,2
UA11212,10154,1,3
UA20482,10807,1,2
UA20482,10867,1,3
UA11274,13907,1,2
UA11274,13967,1,3
UA21069,15161,10,2
UA21069,15221,1,3
UA20326,30000,1,0
UA20557,30000,1,0
UA20742,30000,1,0
UA20326,30060,1,1
UA20557,30060,1,1
UA20742,30060,1,1
UA20361,30120,1,0
UA20489,30120,1,0
UA21162,30120,1,0
UA20487,30180,1,0
UA21239,30180,1,0
UA20361,30180,1,1
UA20489,30180,1,1
UA21162,30180,1,1
UA20021,30240,1,0
UA20130,30240,1,0
UA20775,30240,1,0
UA21000,30240,1,0
UA20487,30240,1,1
UA21239,30240,1,1
UA21162,618,1,2
UA21162,678,1,3
UA11314,1250,1,2
UA11314,1310,1,3
UA10267,1560,1,2
UA10267,1620,1,3
UA11107,2120,1,2
UA11107,2180,1,3
UA11126,2520,1,2
UA11126,2580,1,3
UA10544,2615,1,2
UA10544,2675,1,3
UA11017,3359,1,2
UA11017,3419,1,3
UA10990,5181,1,2
UA10990,5241,1,3
UA11026,5964,1,2
UA20489,5983,1,2
UA11026,6024,1,3
UA20489,6043,1,3
UA10381,6981,1,2
UA10510,7030,1,2
UA10381,7041,1,3
UA10510,7090,1,3
UA20361,12636,1,2
UA20361,12696,1,3
UA10701,13063,1,2
UA10701,13123,1,3
UA21239,14149,1,2
UA21239,14209,1,3
UA11353,15931,10,2
UA11353,15991,1,3
UA21217,30300,1,0
UA20021,30300,1,1
UA20130,30300,1,1
UA20775,30300,1,1
UA21000,30300,1,1
UA20979,30360,1,0
UA21217,30360,1,1
UA20323,30420,1,0
UA20401,30420,1,0
UA20435,30420,1,0
UA21189,30420,1,0
UA20979,30420,1,1
UA20161,30480,1,0
UA20496,30480,1,0
UA21010,30480,1,0
UA20323,30480,1,1
UA20401,30480,1,1
UA20435,30480,1,1
UA21189,30480,1,1
UA20099,30540,1,0
UA20232,30540,1,0
UA20400,30540,1,0
UA20161,30540,1,1
UA20496,30540,1,1
UA21010,30540,1,1
UA21189,2255,1,2
UA21189,2315,1,3
UA20323,2523,1,2
UA20323,2583,1,3
UA20021,2822,1,2
UA20021,2882,1,3
UA10330,2963,1,2
UA10330,3023,1,3
UA10557,3643,1,2
UA10557,3703,1,3
UA20775,3810,1,2
UA20775,3870,1,3
UA10391,4727,1,2
UA10391,4787,1,3
UA11192,5773,1,2
UA11192,5833,1,3
UA10948,6939,1,2
UA10948,6999,1,3
UA10558,10938,1,2
UA10558,10998,1,3
UA10528,12024,1,2
UA10528,12084,1,3
UA11177,13226,1,2
UA11177,13286,1,3
UA20133,30600,1,0
UA20358,30600,1,0
UA20381,30600,1,0
UA20434,30600,1,0
UA21140,30600,1,0
UA20099,30600,1,1
UA20232,30600,1,1
UA20400,30600,1,1
UA20300,30660,1,0
UA20625,30660,1,0
UA20671,30660,1,0
UA21293,30660,1,0
UA20133,30660,1,1
UA20358,30660,1,1
UA20381,30660,1,1
UA20434,30660,1,1
UA21140,30660,1,1
UA20041,30720,1,0
UA20354,30720,1,0
UA20872,30720,1,0
UA20948,30720,1,0
UA21125,30720,1,0
UA20300,30720,1,1
UA20625,30720,1,1
UA20671,30720,1,1
UA21293,30720,1,1
UA20120,30780,1,0
UA20653,30780,1,0
UA20041,30780,1,1
UA20354,30780,1,1
UA20872,30780,1,1
UA20948,30780,1,1
UA21125,30780,1,1
UA20005,30840,1,0
UA20537,30840,1,0
UA20680,30840,1,0
UA20120,30840,1,1
UA20653,30840,1,1
UA21140,588,1,2
UA21140,648,1,3
UA21125,1174,1,2
UA21125,1234,1,3
UA20434,1282,1,2
UA20434,1342,1,3
UA10690,1668,1,2
UA11358,1700,1,2
UA10690,1728,1,3
UA11358,1760,1,3
UA20120,2963,1,2
UA20120,3023,1,3
UA10325,3672,1,2
UA10141,3699,1,2
UA10325,3732,1,3
UA10141,3759,1,3
UA10975,4833,1,2
UA10975,4893,1,3
UA20948,5139,1,2
UA20948,5199,1,3
UA20381,5378,1,2
UA20381,5438,1,3
UA10710,5567,1,2
UA10710,5627,1,3
UA10313,6101,1,2
UA10313,6161,1,3
UA20653,6400,1,2
UA20653,6460,1,3
UA20133,7018,1,2
UA20133,7078,1,3
UA10398,7334,1,2
UA10398,7394,1,3
UA11202,9694,1,2
UA11202,9754,1,3
UA21293,11258,1,2
UA11281,11294,1,2
UA21293,11318,1,3
UA11281,11354,1,3
UA20671,11530,1,2
UA20671,11590,1,3
UA20300,11807,1,2
UA20300,11867,1,3
UA10084,12343,1,2
UA10084,12403,1,3
UA11225,13228,1,2
UA11225,13288,1,3
UA10063,14465,10,2
UA10063,14525,1,3
UA20232,16282,10,2
UA20232,16342,1,3
UA20007,30900,1,0
UA20005,30900,1,1
UA20537,30900,1,1
UA20680,30900,1,1
UA20227,30960,1,0
UA20582,30960,1,0
UA20586,30960,1,0
UA20669,30960,1,0
UA20857,30960,1,0
UA20870,30960,1,0
UA20007,30960,1,1
UA20418,31020,1,0
UA20227,31020,1,1
UA20582,31020,1,1
UA20586,31020,1,1
UA20669,31020,1,1
UA20857,31020,1,1
UA20870,31020,1,1
UA20367,31080,1,0
UA20592,31080,1,0
UA20634,31080,1,0
UA20759,31080,1,0
UA20763,31080,1,0
UA21025,31080,1,0
UA21119,31080,1,0
UA20418,31080,1,1
UA20787,31140,1,0
UA20840,31140,1,0
UA21003,31140,1,0
UA21043,31140,1,0
UA20367,31140,1,1
UA20592,31140,1,1
UA20634,31140,1,1
UA20759,31140,1,1
UA20763,31140,1,1
UA21025,31140,1,1
UA21119,31140,1,1
UA20787,31141,1,0
UA10323,0,1,2
UA10323,60,1,3
UA21119,703,1,2
UA21119,763,1,3
UA11305,1700,1,2
UA11305,1760,1,3
UA10928,2938,1,2
UA10395,2963,1,2
UA10928,2998,1,3
UA10395,3023,1,3
UA10957,3087,1,2
UA10957,3147,1,3
UA10992,3461,1,2
UA10992,3521,1,3
UA10729,3914,1,2
UA10729,3974,1,3
UA11285,5374,1,2
UA11285,5434,1,3
UA20763,6120,1,2
UA20763,6180,1,3
UA20857,6559,1,2
UA20857,6619,1,3
UA20586,7238,1,2
UA20680,7278,1,2
UA20586,7298,1,3
UA20680,7338,1,3
UA10335,7398,1,2
UA10335,7458,1,3
UA10123,7977,1,2
UA10123,8037,1,3
UA10844,8354,1,2
UA10844,8414,1,3
UA10634,8830,1,2
UA10634,8890,1,3
UA20537,9868,1,2
UA20537,9928,1,3
UA20227,9972,1,2
UA10944,10013,1,2
UA20227,10032,1,3
UA10944,10073,1,3
UA20592,10093,1,2
UA20592,10153,1,3
UA10085,11110,1,2
UA10085,11170,1,3
UA20031,31200,1,0
UA20860,31200,1,0
UA20865,31200,1,0
UA20840,31200,1,1
UA21003,31200,1,1
UA21043,31200,1,1
UA20787,31201,1,1
UA20329,31260,1,0
UA20674,31260,1,0
UA21133,31260,1,0
UA20031,31260,1,1
UA20860,31260,1,1
UA20865,31260,1,1
UA20403,31320,1,0
UA20329,31320,1,1
UA20674,31320,1,1
UA21133,31320,1,1
UA20403,31380,1,1
UA20337,31440,1,0
UA20463,31440,1,0
UA20939,31440,1,0
UA21038,31440,1,0
UA10296,1305,1,2
UA10296,1365,1,3
UA11074,1385,1,2
UA11074,1445,1,3
UA10170,1506,1,2
UA10170,1566,1,3
UA10973,3087,1,2
UA10973,3147,1,3
UA11050,3198,1,2
UA11050,3258,1,3
UA11031,3678,1,2
UA11031,3738,1,3
UA11352,3939,1,2
UA11352,3999,1,3
UA10402,5131,1,2
UA10402,5191,1,3
UA10474,6356,1,2
UA10474,6416,1,3
UA21043,7818,1,2
UA21043,7878,1,3
UA20403,8615,1,2
UA20403,8675,1,3
UA21003,9868,1,2
UA21003,9928,1,3
UA10614,11942,1,2
UA10614,12002,1,3
UA20031,14389,10,2
UA20031,14449,1,3
UA11120,15811,10,2
UA11120,15871,1,3
UA20441,31500,1,0
UA21131,31500,1,0
UA20337,31500,1,1
UA20463,31500,1,1
UA20939,31500,1,1
UA21038,31500,1,1
UA20646,31560,1,0
UA21116,31560,1,0
UA20441,31560,1,1
UA21131,31560,1,1
UA20178,31620,1,0
UA20199,31620,1,0
UA20206,31620,1,0
UA20910,31620,1,0
UA20646,31620,1,1
UA21116,31620,1,1
UA21017,31680,1,0
UA20178,31680,1,1
UA20199,31680,1,1
UA20206,31680,1,1
UA20910,31680,1,1
UA20253,31740,1,0
UA20581,31740,1,0
UA20583,31740,1,0
UA21071,31740,1,0
UA21017,31740,1,1
UA10849,1241,1,2
UA10849,1301,1,3
UA10410,2029,1,2
UA10410,2089,1,3
UA11005,3541,1,2
UA11005,3601,1,3
UA10534,3643,1,2
UA10124,3699,1,2
UA10183,3699,1,2
UA10534,3703,1,3
UA10124,3759,1,3
UA10183,3759,1,3
UA21038,3810,1,2
UA11052,3823,1,2
UA21038,3870,1,3
UA11052,3883,1,3
UA20206,3978,1,2
UA20206,4038,1,3
UA10482,4060,1,2
UA10482,4120,1,3
UA20463,5348,1,2
UA20463,5408,1,3
UA10453,6643,1,2
UA10453,6703,1,3
UA21116,6769,1,2
UA21116,6829,1,3
UA20178,7075,1,2
UA20178,7135,1,3
UA10345,7150,1,2
