airFlightNum,eventTime,eventPriority,eventType
UA20805,4239,1,3
UA20126,5098,1,2
UA20126,5158,1,3
UA20544,7465,1,2
UA20544,7525,1,3
UA20663,8376,1,2
UA20663,8436,1,3
UA11210,8847,1,2
UA11210,8907,1,3
UA20916,9070,1,2
UA10073,9070,1,2
UA20916,9130,1,3
UA10073,9130,1,3
UA10671,10032,1,2
UA10671,10092,1,3
UA20628,11634,1,2
UA20628,11694,1,3
UA21193,12276,1,2
UA21193,12336,1,3
UA20291,13084,1,2
UA20291,13144,1,3
UA21277,13999,1,2
UA21277,14059,1,3
UA10010,14313,10,2
UA10010,14373,1,3
UA10834,14528,10,2
UA10834,14588,1,3
UA10136,24000,1,0
UA10173,24000,1,0
UA10725,24000,1,0
UA10083,24000,1,1
UA10329,24000,1,1
UA10363,24000,1,1
UA10684,24000,1,1
UA10689,24000,1,1
UA10096,24060,1,0
UA10250,24060,1,0
UA10464,24060,1,0
UA10963,24060,1,0
UA10136,24060,1,1
UA10173,24060,1,1
UA10725,24060,1,1
UA10188,24120,1,0
UA10231,24120,1,0
UA10276,24120,1,0
UA10805,24120,1,0
UA11392,24120,1,0
UA10096,24120,1,1
UA10250,24120,1,1
UA10464,24120,1,1
UA10963,24120,1,1
UA10276,24121,1,0
UA10650,24180,1,0
UA10746,24180,1,0
UA11075,24180,1,0
UA11243,24180,1,0
UA10188,24180,1,1
UA10231,24180,1,1
UA10805,24180,1,1
UA11392,24180,1,1
UA10276,24181,1,1
UA10047,24240,1,0
UA10178,24240,1,0
UA10608,24240,1,0
UA10610,24240,1,0
UA10979,24240,1,0
UA10650,24240,1,1
UA10746,24240,1,1
UA11075,24240,1,1
UA11243,24240,1,1
UA10610,24241,1,0
UA21061,1260,1,2
UA21061,1320,1,3
UA21102,1488,1,2
UA21102,1548,1,3
UA21178,2743,1,2
UA21178,2803,1,3
UA21077,2845,1,2
UA21077,2905,1,3
UA10746,2997,1,2
UA10746,3057,1,3
UA20141,3783,1,2
UA20141,3843,1,3
UA20613,5567,1,2
UA20613,5627,1,3
UA11075,5818,1,2
UA11075,5878,1,3
UA20765,6098,1,2
UA20765,6158,1,3
UA10805,6251,1,2
UA10805,6311,1,3
UA20075,7233,1,2
UA20075,7293,1,3
UA10363,7341,1,2
UA10363,7401,1,3
UA20278,8763,1,2
UA20278,8823,1,3
UA10083,9309,1,2
UA10083,9369,1,3
UA20240,10149,1,2
UA10231,10200,1,2
UA20240,10209,1,3
UA10231,10260,1,3
UA10173,10576,1,2
UA10173,10636,1,3
UA20817,11567,1,2
UA20817,11627,1,3
UA10689,15087,10,2
UA10689,15147,1,3
UA20237,15807,10,2
UA20237,15867,1,3
UA10266,24300,1,0
UA10888,24300,1,0
UA11025,24300,1,0
UA10047,24300,1,1
UA10178,24300,1,1
UA10608,24300,1,1
UA10979,24300,1,1
UA10610,24301,1,1
UA10344,24360,1,0
UA10489,24360,1,0
UA10517,24360,1,0
UA10521,24360,1,0
UA11304,24360,1,0
UA10266,24360,1,1
UA10888,24360,1,1
UA11025,24360,1,1
UA10448,24420,1,0
UA10792,24420,1,0
UA11351,24420,1,0
UA11387,24420,1,0
UA10344,24420,1,1
UA10489,24420,1,1
UA10517,24420,1,1
UA10521,24420,1,1
UA11304,24420,1,1
UA11387,24421,1,0
UA10657,24480,1,0
UA11011,24480,1,0
UA10448,24480,1,1
UA10792,24480,1,1
UA11351,24480,1,1
UA11387,24481,1,1
UA10270,24540,1,0
UA10624,24540,1,0
UA11214,24540,1,0
UA10657,24540,1,1
UA11011,24540,1,1
UA11011,1509,1,2
UA11011,1569,1,3
UA20955,1917,1,2
UA20955,1977,1,3
UA20947,2997,1,2
UA20947,3057,1,3
UA10489,3236,1,2
UA10489,3296,1,3
UA11351,5155,1,2
UA11351,5215,1,3
UA10178,5271,1,2
UA10178,5331,1,3
UA10979,6251,1,2
UA10979,6311,1,3
UA20588,7023,1,2
UA20588,7083,1,3
UA20478,7477,1,2
UA20478,7537,1,3
UA20895,8238,1,2
UA20895,8298,1,3
UA10610,8487,1,2
UA10610,8547,1,3
UA10047,8550,1,2
UA10047,8610,1,3
UA10521,10394,1,2
UA20350,10406,1,2
UA10521,10454,1,3
UA20350,10466,1,3
UA20508,11900,1,2
UA20508,11960,1,3
UA21237,13999,1,2
UA21237,14059,1,3
UA10234,24600,1,0
UA10658,24600,1,0
UA11132,24600,1,0
UA10270,24600,1,1
UA10624,24600,1,1
UA11214,24600,1,1
UA10756,24660,1,0
UA11043,24660,1,0
UA11361,24660,1,0
UA10234,24660,1,1
UA10658,24660,1,1
UA11132,24660,1,1
UA10102,24720,1,0
UA10755,24720,1,0
UA11102,24720,1,0
UA10756,24720,1,1
UA11043,24720,1,1
UA11361,24720,1,1
UA10525,24780,1,0
UA10758,24780,1,0
UA11235,24780,1,0
UA10102,24780,1,1
UA10755,24780,1,1
UA11102,24780,1,1
UA10052,24840,1,0
UA10060,24840,1,0
UA10103,24840,1,0
UA10200,24840,1,0
UA10708,24840,1,0
UA11056,24840,1,0
UA11224,24840,1,0
UA11262,24840,1,0
UA10525,24840,1,1
UA10758,24840,1,1
UA11235,24840,1,1
UA11043,1509,1,2
UA11043,1569,1,3
UA21194,2410,1,2
UA21194,2470,1,3
UA20335,3287,1,2
UA20335,3347,1,3
UA11102,4866,1,2
UA11102,4926,1,3
UA20692,5299,1,2
UA20692,5359,1,3
UA21267,5815,1,2
UA21267,5875,1,3
UA20601,5964,1,2
UA20601,6024,1,3
UA10624,7759,1,2
UA21210,7778,1,2
UA10624,7819,1,3
UA21210,7838,1,3
UA11214,9641,1,2
UA11214,9701,1,3
UA11235,12301,1,2
UA11235,12361,1,3
UA10658,15087,10,2
UA10658,15147,1,3
UA10863,24900,1,0
UA10909,24900,1,0
UA11085,24900,1,0
UA11377,24900,1,0
UA10052,24900,1,1
UA10060,24900,1,1
UA10103,24900,1,1
UA10200,24900,1,1
UA10708,24900,1,1
UA11056,24900,1,1
UA11224,24900,1,1
UA11262,24900,1,1
UA10065,24960,1,0
UA10214,24960,1,0
UA10938,24960,1,0
UA10985,24960,1,0
UA11099,24960,1,0
UA11184,24960,1,0
UA10863,24960,1,1
UA10909,24960,1,1
UA11085,24960,1,1
UA11377,24960,1,1
UA10466,25020,1,0
UA10874,25020,1,0
UA10949,25020,1,0
UA10065,25020,1,1
UA10214,25020,1,1
UA10938,25020,1,1
UA10985,25020,1,1
UA11099,25020,1,1
UA11184,25020,1,1
UA10031,25080,1,0
UA10156,25080,1,0
UA10321,25080,1,0
UA10403,25080,1,0
UA10566,25080,1,0
UA10951,25080,1,0
UA11182,25080,1,0
UA11343,25080,1,0
UA11355,25080,1,0
UA10466,25080,1,1
UA10874,25080,1,1
UA10949,25080,1,1
UA10421,25140,1,0
UA10955,25140,1,0
UA11103,25140,1,0
UA10031,25140,1,1
UA10156,25140,1,1
UA10321,25140,1,1
UA10403,25140,1,1
UA10566,25140,1,1
UA10951,25140,1,1
UA11182,25140,1,1
UA11343,25140,1,1
UA11355,25140,1,1
UA20951,1385,1,2
UA20951,1445,1,3
UA11099,1651,1,2
UA11099,1711,1,3
UA11056,1717,1,2
UA11056,1777,1,3
UA10103,2205,1,2
UA10103,2265,1,3
UA10403,2647,1,2
UA10403,2707,1,3
UA20226,2942,1,2
UA20226,3002,1,3
UA10566,3181,1,2
UA10566,3241,1,3
UA20793,3254,1,2
UA20793,3314,1,3
UA20797,3541,1,2
UA20797,3601,1,3
UA20477,4323,1,2
UA20477,4383,1,3
UA11343,4530,1,2
UA11343,4590,1,3
UA21004,4727,1,2
UA21004,4787,1,3
UA20425,4811,1,2
UA20425,4871,1,3
UA11377,5040,1,2
UA11377,5100,1,3
UA11224,8308,1,2
UA11224,8368,1,3
UA10065,9461,1,2
UA10065,9521,1,3
UA11262,9641,1,2
UA11262,9701,1,3
UA10060,11105,1,2
UA10060,11165,1,3
UA21240,13326,1,2
UA21240,13386,1,3
UA20250,13745,1,2
UA20250,13805,1,3
UA11184,15972,10,2
UA10031,15972,10,2
UA11184,16032,1,3
UA10031,16032,1,3
UA10002,25200,1,0
UA10487,25200,1,0
UA10896,25200,1,0
UA11288,25200,1,0
UA10421,25200,1,1
UA10955,25200,1,1
UA11103,25200,1,1
UA10189,25260,1,0
UA10227,25260,1,0
UA10556,25260,1,0
UA10839,25260,1,0
UA10970,25260,1,0
UA10002,25260,1,1
UA10487,25260,1,1
UA10896,25260,1,1
UA11288,25260,1,1
UA10189,25320,1,1
UA10227,25320,1,1
UA10556,25320,1,1
UA10839,25320,1,1
UA10970,25320,1,1
UA10091,25380,1,0
UA10268,25380,1,0
UA10942,25380,1,0
UA11160,25380,1,0
UA10226,25440,1,0
UA10091,25440,1,1
UA10268,25440,1,1
UA10942,25440,1,1
UA11160,25440,1,1
UA20097,1241,1,2
UA20097,1301,1,3
UA10227,1436,1,2
UA10227,1496,1,3
UA21090,1506,1,2
UA21090,1566,1,3
UA10556,2741,1,2
UA10556,2801,1,3
UA21007,2845,1,2
UA21007,2905,1,3
UA21062,3198,1,2
UA21062,3258,1,3
UA10487,4120,1,2
UA10487,4180,1,3
UA10189,4609,1,2
UA10189,4669,1,3
UA11103,4749,1,2
UA11103,4809,1,3
UA20043,6189,1,2
UA20043,6249,1,3
UA10955,6521,1,2
UA10955,6581,1,3
UA10970,6591,1,2
UA10970,6651,1,3
UA20138,7977,1,2
UA20138,8037,1,3
UA20727,8356,1,2
UA10421,8392,1,2
UA20727,8416,1,3
UA10421,8452,1,3
UA10942,8916,1,2
UA10942,8976,1,3
UA20135,9754,1,2
UA20135,9814,1,3
UA21291,10050,1,2
UA21291,10110,1,3
UA20063,11625,1,2
UA20063,11685,1,3
UA20243,16771,10,2
UA20243,16831,1,3
UA10002,17366,10,2
UA10002,17426,1,3
UA10257,25500,1,0
UA10424,25500,1,0
UA10603,25500,1,0
UA10661,25500,1,0
UA11019,25500,1,0
UA10226,25500,1,1
UA10311,25560,1,0
UA10406,25560,1,0
UA10734,25560,1,0
UA10257,25560,1,1
UA10424,25560,1,1
UA10603,25560,1,1
UA10661,25560,1,1
UA11019,25560,1,1
UA10211,25620,1,0
UA10331,25620,1,0
UA10332,25620,1,0
UA10705,25620,1,0
UA10709,25620,1,0
UA10311,25620,1,1
UA10406,25620,1,1
UA10734,25620,1,1
UA10815,25680,1,0
UA10988,25680,1,0
UA11115,25680,1,0
UA11232,25680,1,0
UA10211,25680,1,1
UA10331,25680,1,1
UA10332,25680,1,1
UA10705,25680,1,1
UA10709,25680,1,1
UA10078,25740,1,0
UA10079,25740,1,0
UA11169,25740,1,0
UA11268,25740,1,0
UA10815,25740,1,1
UA10988,25740,1,1
UA11115,25740,1,1
UA11232,25740,1,1
UA21049,1323,1,2
UA21049,1383,1,3
UA21177,1779,1,2
UA21177,1839,1,3
UA20736,2367,1,2
UA20736,2427,1,3
UA10226,2677,1,2
UA10226,2737,1,3
UA10257,2741,1,2
UA10257,2801,1,3
UA10709,3003,1,2
UA10709,3063,1,3
UA10734,3487,1,2
UA10734,3547,1,3
UA10988,3921,1,2
UA20835,3928,1,2
UA10988,3981,1,3
UA20835,3988,1,3
UA10211,4506,1,2
UA10211,4566,1,3
UA21019,5443,1,2
UA21019,5503,1,3
UA11115,6065,1,2
UA11115,6125,1,3
UA10332,6902,1,2
UA10332,6962,1,3
UA11232,8308,1,2
UA11232,8368,1,3
UA10603,8487,1,2
UA10603,8547,1,3
UA20988,8830,1,2
UA20988,8890,1,3
UA10424,9935,1,2
UA11019,10593,1,2
UA20200,11548,1,2
UA20200,11608,1,3
UA10815,15261,10,2
UA10563,25800,1,0
UA11238,25800,1,0
UA11244,25800,1,0
UA10078,25800,1,1
UA10079,25800,1,1
UA11169,25800,1,1
UA11268,25800,1,1
UA10815,25801,10,2
UA10424,25801,1,2
UA11019,25801,1,2
UA10429,25860,1,0
UA10763,25860,1,0
UA10813,25860,1,0
UA10563,25860,1,1
UA11238,25860,1,1
UA11244,25860,1,1
UA10815,25861,1,3
UA10424,25861,1,3
UA11019,25862,10,2
UA11063,25920,1,0
UA11271,25920,1,0
UA10429,25920,1,1
UA10763,25920,1,1
UA10813,25920,1,1
UA11019,25922,1,3
UA10204,25980,1,0
UA10249,25980,1,0
UA10522,25980,1,0
UA10576,25980,1,0
UA10712,25980,1,0
UA10724,25980,1,0
UA11032,25980,1,0
UA11063,25980,1,1
UA11271,25980,1,1
UA10261,26040,1,0
UA10529,26040,1,0
UA10900,26040,1,0
UA10204,26040,1,1
UA10249,26040,1,1
UA10522,26040,1,1
UA10576,26040,1,1
UA10712,26040,1,1
UA10724,26040,1,1
UA11032,26040,1,1
UA10261,26041,1,0
UA10563,720,1,2
UA10563,780,1,3
UA11032,1429,1,2
UA11032,1489,1,3
UA11063,1708,1,2
UA11063,1768,1,3
UA20235,2251,1,2
UA20235,2311,1,3
UA20340,3699,1,2
UA20340,3759,1,3
UA20345,4853,1,2
UA20345,4913,1,3
UA21039,6194,1,2
UA21039,6254,1,3
UA11271,6431,1,2
UA11271,6491,1,3
UA20733,6939,1,2
UA20733,6999,1,3
UA10249,7301,1,2
UA10249,7361,1,3
UA11238,7688,1,2
UA11238,7748,1,3
UA10078,9070,1,2
UA10078,9130,1,3
UA21286,9512,1,2
UA21286,9572,1,3
